bcjf,30,9429
bdbd,30,6329
bdgc,30,1629
bfeg,30,4729
bfgi,30,7429
bghf,30,3929
bghi,30,6929
bjha,30,3729
bagb,31,9430
bahb,31,3930
bbdj,31,1230
bbig,31,3030
bbjb,31,6730
bcbd,31,7930
bcfi,31,830
bgab,31,3730
bgbh,31,8430
bifj,31,4730
bjia,31,6830
bjjh,31,330
bagd,32,3631
bcda,32,7531
bdcd,32,9031
bddg,32,9631
befe,32,3931
bfbh,32,5731
bffa,32,8531
bgea,32,8731
bgfb,32,7531
bgjf,32,2331
bicg,32,4031
biia,32,9631
bbej,33,9832
bcfd,33,4032
bgjb,33,132
bhgc,33,6032
bhgf,33,6132
bice,33,2032
bidj,33,3032
baic,34,9533
bcgd,34,4033
befa,34,6333
beig,34,2433
bfah,34,7533
bhcc,34,6633
bjfc,34,9533
bjfd,34,1433
bbdc,35,1334
bcah,35,3534
bcca,35,6134
bdhd,35,1134
bgbf,35,6834
bgfi,35,6234
bjhg,35,6534
bacb,36,2035
bcfe,36,435
bfeb,36,2435
biej,36,5735
bcbe,37,36
bcec,37,2336
bceg,37,3736
bcff,37,3336
bche,37,9936
bfab,37,1436
bffg,37,4236
bgcd,37,7536
bhhd,37,5436
bieg,37,4836
bifc,37,5536
bbfb,38,1137
bbhh,38,7737
bbie,38,7237
bced,38,4637
bdag,38,7037
bgci,38,1537
bibh,38,6737
bbbd,39,8738
beca,39,7038
bfba,39,2638
bgbg,39,8138
bhbb,39,4838
bihj,39,6338
bafh,40,3239
bbgd,40,8139
bcic,40,7139
bcig,40,5039
bdda,40,6139
beea,40,8139
bgae,40,8639
bgba,40,439
bgjh,40,8739
biad,40,4639
bbdf,41,2140
bbhf,41,6140
beaj,41,5840
bedf,41,6840
beeb,41,4540
bgcj,41,8440
bhhg,41,2340
bacf,42,4641
bbib,42,4641
bdaj,42,9841
bdef,42,4741
befg,42,2141
bfca,42,141
bfhj,42,8141
bgda,42,7141
bjbc,42,4141
baah,43,6042
bajh,43,4542
bbaj,43,3242
bbdh,43,9642
bcbj,43,7842
bcch,43,1142
bdib,43,1942
bfda,43,2042
bghg,43,8542
bhai,43,6742
bihf,43,6242
biji,43,1442
bjhf,43,442
babc,44,5443
bchd,44,2343
bcje,44,5543
bdhh,44,9843
beec,44,5143
begh,44,343
begi,44,2543
bgad,44,7343
bifd,44,2743
bjii,44,2743
baee,45,2444
bahe,45,7644
baii,45,9244
bbfa,45,6244
bbfd,45,6244
bcie,45,9944
bdgf,45,1944
bfcc,45,44
bhce,45,7044
bhfd,45,8244
bhhj,45,1044
bihh,45,7544
bjfa,45,3744
bjgc,45,744
bbed,46,45
bdbf,46,9345
bdeg,46,8645
bede,46,4345
bfga,46,1645
bhec,46,7545
bjie,46,845
babf,47,8946
bagg,47,8546
bccf,47,2146
bdbj,47,6046
bdea,47,3546
bgbi,47,3846
bicc,47,5346
bdca,48,8447
bdhb,48,5547
beba,48,447
bfge,48,9947
bfgf,48,7447
bgdd,48,7847
bggd,48,2547
biaa,48,347
bidi,48,1147
bcac,49,248
bfee,49,3548
bgbj,49,2648
bgeh,49,6648
bhde,49,3748
bhfi,49,2148
bhgj,49,2148
biaf,49,8748
biag,49,3648
bjaa,49,1948
bjfb,49,5548
bjgd,49,8248
bdci,50,9749
bfcb,50,249
bfec,50,2749
bhbh,50,5449
bicb,50,3449
bigj,50,8949
bafj,51,6850
bbgj,51,9850
bcjh,51,6650
bdad,51,5850
bece,51,6550
beia,51,6950
bejc,51,8350
bigg,51,1450
bjjj,51,2350
baei,52,7851
bcid,52,5351
bddf,52,9551
bdjf,52,3751
beii,52,651
bgbb,52,8451
bgcc,52,2451
bgeb,52,6251
bgic,52,2751
biei,52,1451
bija,52,351
bijd,52,51
bjgj,52,2851
bjjf,52,7751
baaa,53,852
babh,53,2152
bbbi,53,2352
bbga,53,452
bbjh,53,7852
bcaf,53,4152
bchi,53,6452
bfhc,53,2352
bhcj,53,7652
bhei,53,2352
baif,54,9653
bbae,54,4453
bcjg,54,1253
bdgj,54,7053
behj,54,8753
beif,54,6053
bfig,54,3853
bhgd,54,3053
biai,54,953
bjcj,54,7453
bjgf,54,9153
badg,55,1154
bafi,55,3254
baig,55,7354
bdie,55,3554
bdif,55,3754
bfgc,55,254
bfjd,55,3954
bfjg,55,7754
bgac,55,4354
bgjj,55,6654
baci,56,5855
bbgb,56,6955
bcha,56,3655
bdec,56,3555
bfed,56,2455
bfhh,56,6355
bgbd,56,9555
bggh,56,7755
bgii,56,9755
bhdj,56,6355
bjbb,56,7155
bahh,57,6656
bdcc,57,7556
